,doi,title,publication_year,citation,language,source_name,topic,authors,institutions,topics,concepts
10,https://doi.org/10.54371/jiip.v5i3.502,Gender dalam Pandangan Islam,2022,11,id,JIIP - Jurnal Ilmiah Ilmu Pendidikan,Gender and Women's Rights,"['Yogi Hasbi Sidiq', 'Mohamad Erihadiana']","['Sunan Gunung Djati State Islamic University Bandung', 'Sunan Gunung Djati State Islamic University Bandung']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Legal Studies and Policies']","['Humanities', 'Sociology', 'Islam', 'Political science', 'Art', 'Philosophy', 'Theology']"
11,https://doi.org/10.54367/fiat.v1i2.1149,INDIKATOR KESETARAAN GENDER DAN ISU-ISU GENDER DI BIDANG PENDIDIKAN,2021,9,id,Fiat Iustitia Jurnal Hukum,Gender and Women's Rights,['Maidin Gultom'],['Universitas Katolik Santo Thomas'],"[""Gender and Women's Rights"", 'Food Security and Socioeconomic Dynamics', 'Marriage and Family Dynamics']","['Humanities', 'Physics', 'Art']"
12,https://doi.org/10.24042/atjpi.v11i2.7804,KONSEP GENDER DALAM PERSPEKTIF PENDIDIKAN ISLAM,2020,12,id,DOAJ (DOAJ: Directory of Open Access Journals),Gender and Women's Rights,"['Imam Syafe’i', 'Hayyu Mashvufah', 'Jaenullah Jaenullah', 'Agus Susanti']","['Universitas Islam Negeri Raden Intan Lampung', 'Universitas Islam Negeri Raden Intan Lampung', '', 'Universitas Islam Negeri Raden Intan Lampung']","[""Gender and Women's Rights"", 'Education and Character Development', 'Legal and Social Justice Studies']","['Islam', 'Sociology', 'Philosophy', 'Political science', 'Theology']"
13,https://doi.org/10.15294/pandecta.v15i1.23895,Hak Perempuan dan Kesetaraan Gender dalam Perspektif Filsafat Hukum,2020,15,en,Pandecta Research Law Journal,Gender and Women's Rights,['Budi Hermawan Bangun'],['Tanjungpura University'],"[""Gender and Women's Rights"", 'Legal Studies and Policies', 'Legal and Social Justice Studies']","['Political science', 'Gender equality', 'Human rights', 'Economic Justice', 'Law', 'De facto', 'Perspective (graphical)', 'Fundamental rights', 'Gender studies', 'Sociology', 'Law and economics', 'Artificial intelligence', 'Computer science']"
14,https://doi.org/10.24235/equalita.v3i1.8355,Developing Gender-Based Justice Relationships in Indonesian Families During the COVID-19 Pandemic,2021,18,id,Equalita Jurnal Studi Gender dan Anak,Gender and Women's Rights,"['Yeni Huriani', 'Mohammad Taufik Rahman', 'Mochamad Ziaul Haq']","['Sunan Gunung Djati State Islamic University Bandung', 'Sunan Gunung Djati State Islamic University Bandung', '']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'COVID-19 Pandemic Impacts']","['Humanities', 'Political science', 'Indonesian', 'Sociology', 'Art', 'Philosophy', 'Linguistics']"
15,https://doi.org/10.24952/gender.v5i1.3733,Studi Islam Dalam Pendekatan Gender,2021,9,id,,Gender and Women's Rights,"['Asriana Harahap', 'Hilda Wahyuni']","['IAIN Palangka Raya', 'Sunan Kalijaga State Islamic University Yogyakarta']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Islamic Finance and Communication']","['Islam', 'Political science', 'Religious studies', 'Theology', 'Sociology', 'Gender studies', 'Philosophy']"
16,https://doi.org/10.29300/disastra.v3i1.3559,Refleksi Ketidakadilan Gender dalam Novel Perempuan Berkalung Sorban: Persfektif Gender dan Feminisme,2021,8,id,Disastra Jurnal Pendidikan Bahasa dan Sastra Indonesia,Gender and Women's Rights,"['Maria Botifar', 'Heny Friantary']","['Institut Agama Islam Negeri Curup', 'Institut Agama Islam Negeri Bengkulu']","[""Gender and Women's Rights"", 'Food Security and Socioeconomic Dynamics', 'Educational Methods and Media Use']","['Humanities', 'Sociology', 'Philosophy']"
17,https://doi.org/10.52483/ijsed.v3i1.42,Feminisme dalam Dinamika Perjuangan Gender di Indonesia,2021,11,id,Indonesian Journal of Sociology Education and Development,Gender and Women's Rights,['Djilzaran Nurul Suhada'],['Sebelas Maret University'],"[""Gender and Women's Rights""]","['Humanities', 'Political science', 'Art']"
18,https://doi.org/10.24952/gender.v2i2.2173,Gender Dan Sistem Kekerabatan Matrilinial,2020,8,en,Jurnal Kajian Gender dan Anak,Gender and Women's Rights,"['Esli Zuraidah Siregar', 'Ali Amran']","['IAIN Palangka Raya', 'IAIN Palangka Raya']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Islamic Finance and Communication']","['Kinship', 'Brother', 'Inheritance (genetic algorithm)', 'Position (finance)', 'Lineage (genetic)', 'Gender studies', 'Sociology', 'Fictive kinship', 'Genealogy', 'Political science', 'Business', 'Anthropology', 'History', 'Genetics', 'Finance', 'Biology', 'Gene']"
19,https://doi.org/10.33506/jn.v7i1.1524,Peran Gender Pada Masyarakat Bugis,2021,8,id,Jurnal Noken Ilmu-Ilmu Sosial,Gender and Women's Rights,"['Umar Ramli', 'La Ode Ali Basri']","['Hasanuddin University', 'Universitas Muhamadiyah Sorong']","[""Gender and Women's Rights"", 'Education, Sociology, Communication Studies']","['Humanities', 'Political science', 'Physics', 'Sociology', 'Philosophy']"
20,https://doi.org/10.21154/justicia.v18i2.2488,Gender Construction in The Perspective of Living Fiqh in Indonesia,2021,9,id,Justicia Islamica,Gender and Women's Rights,['Arifah Millati Agustina'],['Universitas Tulungagung'],"[""Gender and Women's Rights"", 'Islamic Finance and Communication', 'Legal Studies and Policies']","['Fiqh', 'Indonesian', 'Islam', 'Interpretation (philosophy)', 'Sharia', 'Gender studies', 'Sociology', 'Political science', 'Philosophy', 'Theology', 'Linguistics']"
21,https://doi.org/10.15575/jpiu.12205,Polemik Pengarusutamaan Kesetaraan Gender di Indonesia,2021,9,en,Jurnal Penelitian Ilmu Ushuluddin,Gender and Women's Rights,"['Gusti Rahma Sari', 'Ecep Ismail']","['Sunan Gunung Djati State Islamic University Bandung', 'Sunan Gunung Djati State Islamic University Bandung']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Islamic Finance and Communication']","['Gender equality', 'Mainstream', 'Harmony (color)', 'Socialization', 'Government (linguistics)', 'Perspective (graphical)', 'Meaning (existential)', 'Qualitative research', 'Gender studies', 'Sociology', 'Political science', 'Social science', 'Psychology', 'Law', 'Computer science', 'Art', 'Linguistics', 'Philosophy', 'Artificial intelligence', 'Visual arts', 'Psychotherapist']"
22,https://doi.org/10.21831/socia.v16i2.30213,Pendidikan Berbasis Kesetaraan Gender Di Provinsi Jawa Tengah,2020,10,id,SOCIA Jurnal Ilmu-Ilmu Sosial,Gender and Women's Rights,['Ali Roziqin'],['Universitas Muhammadiyah Malang'],"[""Gender and Women's Rights"", 'Local Governance and Development']","['Political science', 'Humanities', 'Art']"
23,https://doi.org/10.30984/spectrum.v1i1.163,Aliran Feminis dan Teori Kesetaraan Gender dalam Hukum,2021,10,id,SPECTRUM Journal of Gender and Children Studies,Gender and Women's Rights,['Nur Azizah'],['IAIN Kudus'],"[""Gender and Women's Rights"", 'Indonesian Legal and Regulatory Studies', 'Legal and Policy Analysis in Indonesia']","['Medicine', 'Gender studies', 'Sociology']"
24,https://doi.org/10.37631/populika.v8i1.131,MELIHAT KONSTRUKSI GENDER DALAM PROSES MODERNISASI DI YOGYAKARTA,2020,9,en,POPULIKA,Gender and Women's Rights,['Dwi Astuti'],['Universitas Widya Mataram Yogyakarta'],"[""Gender and Women's Rights""]","['Modernization theory', 'Process (computing)', 'Gender studies', 'Political science', 'Sociology', 'Law', 'Computer science', 'Operating system']"
25,https://doi.org/10.1002/crq.21277,"Gender, power, and court‐annexed mediation in Indonesia",2020,7,en,Conflict Resolution Quarterly,Gender and Women's Rights,"['Fatahillah Abdul Syukur', 'Dale Bagshaw']","['Pancasila University', 'University of South Australia']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Marriage and Sexual Relationships']","['Patriarchy', 'Certification', 'Curriculum', 'Power (physics)', 'Political science', 'Mediation', 'Sexual abuse', 'Gender studies', 'Psychology', 'Law', 'Criminology', 'Sociology', 'Poison control', 'Human factors and ergonomics', 'Medicine', 'Physics', 'Quantum mechanics', 'Environmental health']"
26,https://doi.org/10.29259/jep.v20i1.17841,Gender Inequality in Education and Regional Economic Growth in Indonesia,2022,8,en,Jurnal Ekonomi Pembangunan,Gender and Women's Rights,"['Arifatul Karimah', 'Hera Susanti']","['University of Indonesia', 'University of Indonesia']","[""Gender and Women's Rights""]","['Workforce', 'Gender equality', 'Inequality', 'Gender inequality', 'Educational attainment', 'Economic growth', 'Index (typography)', 'Demographic economics', 'Gender disparity', 'Panel data', 'Gender gap', 'Political science', 'Economics', 'Development economics', 'Sociology', 'Gender studies', 'Mathematical analysis', 'Mathematics', 'World Wide Web', 'Computer science', 'Econometrics']"
27,https://doi.org/10.17507/tpls.1301.28,Gender Performativity of Characters in 2000s Indonesian Novels,2022,7,en,Theory and Practice in Language Studies,Gender and Women's Rights,"['Alfian Rokhmansyah', 'Agus Nuryatin', 'Teguh Supriyanto', 'Nas Haryati Setyaningsih']","['State University of Semarang', 'State University of Semarang', 'State University of Semarang', 'State University of Semarang']","[""Gender and Women's Rights"", 'Islamic Finance and Communication']","['Performativity', 'Lesbian', 'Indonesian', 'Gender studies', 'Conversation', 'Sexual identity', 'Identity (music)', 'Sociology', 'Human sexuality', 'Psychology', 'Aesthetics', 'Linguistics', 'Art', 'Communication', 'Philosophy']"
28,https://doi.org/10.35706/hw.v2i1.5290,GENDER DALAM PERSPEKTIF PENDIDIKAN ISLAM,2023,6,id,HAWARI Jurnal Pendidikan Agama dan Keagamaan Islam,Gender and Women's Rights,['Fachmi Farhan'],['Sunan Gunung Djati State Islamic University Bandung'],"[""Gender and Women's Rights"", 'Education Systems and Policies', 'Health and Education Studies']","['Humanities', 'Political science', 'Art']"
29,https://doi.org/10.35905/sosiologia.v1i1.3396,Persepsi Masyarakat Terhadap Kesetaraan Gender dalam Keluarga,2022,8,en,SOSIOLOGIA Jurnal Agama dan Masyarakat,Gender and Women's Rights,"['Muhammad Taufik', 'Suhartina Suhartina', 'Hasnani Hasnani']","['', 'Institut Agama Islam Negeri Parepare', 'Universitas Muhammadiyah Parepare']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics']","['Wife', 'Harmony (color)', 'Documentation', 'Qualitative research', 'Gender studies', 'Family life', 'Sociology', 'Psychology', 'Political science', 'Social science', 'Law', 'Art', 'Computer science', 'Visual arts', 'Programming language']"
30,https://doi.org/10.54783/ijsoc.v4i2.454,Implementation of Gender Equality in Schools,2022,5,en,International Journal of Science and Society,Gender and Women's Rights,['Endah Ratnawaty Chotim'],['Sunan Gunung Djati State Islamic University Bandung'],"[""Gender and Women's Rights""]","['Gender equality', 'General partnership', 'Economic Justice', 'Gender bias', 'Function (biology)', 'Stigma (botany)', 'Psychology', 'Sociology', 'Political science', 'Social psychology', 'Gender studies', 'Evolutionary biology', 'Psychiatry', 'Law', 'Biology']"
31,https://doi.org/10.11594/jesi.01.03.04,Pembuktian Strategi Pengarusutamaan Gender (PuG): Analisis Capaian Indeks Pemberdayaan Gender di Indonesia,2021,5,en,Jurnal Ekonomi dan Statistik Indonesia,Gender and Women's Rights,['Hasnidar Yuslin'],['Sunan Kalijaga State Islamic University Yogyakarta'],"[""Gender and Women's Rights"", 'Local Governance and Development', 'Agricultural Development and Management']","['Gender mainstreaming', 'Empowerment', 'Index (typography)', 'Gender equality', 'Workforce', 'Parliament', 'Political science', 'Business', 'Sociology', 'Economic growth', 'Gender studies', 'Economics', 'Law', 'Politics', 'World Wide Web', 'Computer science']"
32,https://doi.org/10.36667/tf.v14i1.375,Konsep Kesetaraan Gender dalam Pendidikan Islam,2020,6,en,Tsamratul Fikri | Jurnal Studi Islam,Gender and Women's Rights,['Nita Kartika'],['Institut Agama Islam Negeri Bengkulu'],"[""Gender and Women's Rights"", 'Education and Character Development', 'Islamic Finance and Communication']","['Islam', 'Gender equality', 'Gender justice', 'Economic Justice', 'Gender studies', 'Perspective (graphical)', 'Feminism', 'Sociology', 'Inclusion (mineral)', 'Religious education', 'Political science', 'Law', 'Philosophy', 'Theology', 'Artificial intelligence', 'Computer science']"
33,https://doi.org/10.35673/al-bayyinah.v4i1.686,GENDER MAINSTREAMING IN THE HERMENEUTICS OF ISLAMIC FAMILY LAW,2020,6,en,Al-Bayyinah,Gender and Women's Rights,['Athoillah Islamy'],['Universitas Pekalongan'],"[""Gender and Women's Rights"", 'Islamic Finance and Communication', 'Marriage and Sexual Relationships']","['Hermeneutics', 'Interpretation (philosophy)', 'Gender mainstreaming', 'Islam', 'Context (archaeology)', 'Normative', 'Sociology', 'Epistemology', 'Perspective (graphical)', 'Gender studies', 'Linguistics', 'Philosophy', 'Gender equality', 'Theology', 'History', 'Mathematics', 'Archaeology', 'Geometry']"
34,https://doi.org/10.4102/hts.v78i4.7317,Gender equality in Catholic religious and character education: A multiculturalism perspective,2022,8,en,HTS Teologiese Studies / Theological Studies,Gender and Women's Rights,"['Dody S. Truna', 'R.F. Bhanu Viktorahadi', 'Mochamad Ziaul Haq']","['Sunan Gunung Djati State Islamic University Bandung', 'Parahyangan Catholic University', '']","[""Gender and Women's Rights"", 'Contemporary Christian Leadership and Education', 'Islamic Studies and Radicalism']","['Gender mainstreaming', 'Gender equality', 'Curriculum', 'Multiculturalism', 'Perspective (graphical)', 'Sociology', 'Multicultural education', 'Pedagogy', 'Gender studies', 'Value (mathematics)', 'Social science', 'Artificial intelligence', 'Machine learning', 'Computer science']"
35,https://doi.org/10.37058/jpls.v5i2.2713,MENOLAK SUBORDINASI GENDER BERDASARKAN PENTINGNYA PERAN PEREMPUAN DALAM PEMBANGUNAN NASIONAL MENJELANG BONUS DEMOGRAFI 2035,2021,14,id,Jendela PLS,Gender and Women's Rights,['Lilis Karwati'],['Siliwangi University'],"[""Gender and Women's Rights"", 'Marriage and Family Dynamics']","['Political science', 'Sociology']"
36,https://doi.org/10.2991/assehr.k.200217.017,Gender Implementation in Minangkabau Family,2020,4,en,,Gender and Women's Rights,['Lili Dasa Putri'],['State University of Padang'],"[""Gender and Women's Rights""]",['Computer science']
37,https://doi.org/10.25077/ajis.10.1.16-33.2021,Minangkabau Matriliny and Gender Equality: Cultural Contribution to Sustainable Development Goals,2021,8,en,Andalas Journal of International Studies (AJIS),Gender and Women's Rights,"['Putiviola Elian Nasir', 'Abdul Halim', 'Tanty Herida', 'Silvi Cory', 'Anita Afriani Sinulingga', 'Aditya Mukhti', 'Bunga Sri Hidayat', 'Faraytodi Gibran']","['Andalas University', 'Sriwijaya University', 'Andalas University', 'Andalas University', 'Andalas University', 'Andalas University', 'Andalas University', 'Andalas University']","[""Gender and Women's Rights""]","['Ethnic group', 'Gender equality', 'Inequality', 'Sustainable development', 'Politics', 'Islam', 'Gender studies', 'Field research', 'Position (finance)', 'Sociology', 'Political science', 'Economic growth', 'Geography', 'Social science', 'Mathematical analysis', 'Mathematics', 'Archaeology', 'Finance', 'Anthropology', 'Law', 'Economics']"
38,https://doi.org/10.22146/jsp.54034,Gender Discourses in Positioning Indonesian Female Migrant Workers,2021,6,en,Jurnal Ilmu Sosial dan Ilmu Politik,Gender and Women's Rights,"['Wening Udasmoro', 'Setiadi Setiadi']","['Universitas Gadjah Mada', 'Universitas Gadjah Mada']","[""Gender and Women's Rights""]","['Indonesian', 'Context (archaeology)', 'Position (finance)', 'Gender studies', 'Power (physics)', 'Sociology', 'International airport', 'Political science', 'Demographic economics', 'Business', 'Geography', 'Economics', 'Philosophy', 'Linguistics', 'Physics', 'Cartography', 'Archaeology', 'Finance', 'Quantum mechanics']"
39,https://doi.org/10.56910/literacy.v1i2.217,Analysis Of The Importance Gender Equality In The “Kartini” Movie By Hanung Bramantyo,2022,7,en,LITERACY International Scientific Journals of Social Education Humanities,Gender and Women's Rights,"['Delfina Fatihayah', 'Marudut Bernadtua Simanjuntak']","['', 'State University of Jakarta']","[""Gender and Women's Rights""]","['Indonesian', 'Meaning (existential)', 'Gender studies', 'Character (mathematics)', 'Sociology', 'HERO', 'Media studies', 'Literature', 'Art', 'Psychology', 'Philosophy', 'Linguistics', 'Geometry', 'Mathematics', 'Psychotherapist']"
40,https://doi.org/10.23920/acta.v5i2.904,IMPLEMENTASI KESETARAAN GENDER DALAM BEBERAPA ASPEK KEHIDUPAN BERMASYARAKAT DI INDONESIA,2022,9,id,Acta Diurnal Jurnal Ilmu Hukum Kenotariatan dan ke-PPAT-an,Gender and Women's Rights,['Sonny Dewi Judiasih'],['Padjadjaran University'],"[""Gender and Women's Rights""]","['Humanities', 'Art']"
41,https://doi.org/10.24090/mnh.v16i1.6027,Meninjau Ulang Iwadl Khuluk Perspektif Keadilan Gender,2022,6,en,Al-Manahij Jurnal Kajian Hukum Islam,Gender and Women's Rights,['Ahmad Rezy Meidina'],['Sunan Kalijaga State Islamic University Yogyakarta'],"[""Gender and Women's Rights"", 'Legal Studies and Policies', 'Marriage and Family Dynamics']","['Economic Justice', 'Perspective (graphical)', 'Dowry', 'Stereotype (UML)', 'Gender justice', 'Gender equality', 'Sociology', 'Law', 'Gender studies', 'Order (exchange)', 'Political science', 'Psychology', 'Social psychology', 'Economics', 'Mathematics', 'Finance', 'Geometry']"
42,,LITERATUR REVIEW: IMPLEMENTASI RESPONSIF GENDER DIMASA PANDEMI COVID 19,2020,7,id,,Gender and Women's Rights,['Ika Harni Lestyoningsih'],['Universitas Kutai Kartanegara'],"[""Gender and Women's Rights"", 'COVID-19 Prevention and Impact']","['Political science', 'Humanities', 'Philosophy']"
43,https://doi.org/10.22146/poetika.v8i2.60528,The Gender Equality Struggles in The Novel of Perempuan Berkalung Sorban and Gadis Pantai,2020,7,en,Jurnal POETIKA,Gender and Women's Rights,"['Moh Muzakka', 'Suyanto Suyanto']","['Diponegoro University', 'Diponegoro University']","[""Gender and Women's Rights"", 'Islamic Finance and Communication', 'Educational Research and Methods']","['Oppression', 'Ideology', 'Gender studies', 'Sociology', 'Politics', 'Political science', 'Law']"
44,https://doi.org/10.21043/yudisia.v13i1.14325,Budaya Patriarki dalam Rumah Tangga (Pemahaman Teks Al-Qur’an dan Kesetaraan Gender),2022,10,id,YUDISIA Jurnal Pemikiran Hukum dan Hukum Islam,Gender and Women's Rights,"['Mochomad Nadif Nasruloh', 'Taufiq Hidayat']","['Sunan Kalijaga State Islamic University Yogyakarta', 'Sunan Kalijaga State Islamic University Yogyakarta']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Islamic Finance and Communication']","['Wife', 'Patriarchy', 'Sociology', 'Gender equality', 'Gender studies', 'Legitimacy', 'Humanities', 'Political science', 'Law', 'Philosophy', 'Politics']"
45,https://doi.org/10.32699/resolusi.v3i1.1277,Patriarki Sebagai Akar Diskriminasi Gender di Sri Lanka,2020,6,en,Resolusi Jurnal Sosial Politik,Gender and Women's Rights,['Bayu Setyawan'],['Universitas Kristen Palangkaraya'],"[""Gender and Women's Rights"", 'Asian Studies and History']","['Sri lanka', 'Patriarchy', 'Dominance (genetics)', 'Gender studies', 'Face (sociological concept)', 'Politics', 'Scope (computer science)', 'Inequality', 'Sociology', 'Gender inequality', 'Political science', 'Ethnology', 'Social science', 'South asia', 'Biology', 'Law', 'Mathematical analysis', 'Biochemistry', 'Mathematics', 'Computer science', 'Gene', 'Programming language']"
46,https://doi.org/10.23887/jkh.v8i1.47056,"ANALYSIS OF WORKLOAD, REST RIGHTS, AND THE RIGHTS TO ENJOY ENTERTAINMENT IN GENDER DIFFERENCES",2022,7,en,Jurnal Komunikasi Hukum (JKH),Gender and Women's Rights,"['Ni Putu Rai Yuliartini', 'Kadek Desy Pramita']","['Universitas Pendidikan Ganesha', 'Universitas Pendidikan Ganesha']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Indonesian Legal and Regulatory Studies']","['Consolation', 'Rest (music)', 'Workload', 'Position (finance)', 'Inequality', 'Gender inequality', 'Psychology', 'Entertainment', 'Social psychology', 'Demographic economics', 'Sociology', 'Gender studies', 'Political science', 'Business', 'Economics', 'Law', 'Medicine', 'Theology', 'Mathematics', 'Management', 'Mathematical analysis', 'Philosophy', 'Finance', 'Cardiology']"
47,https://doi.org/10.31629/takzimjpm.v1i1.3845,Implementasi Kebijakan pada Kesetaraan Gender dalam Bidang Pendidikan,2021,6,id,Takzim Jurnal Pengabdian Masyarakat,Gender and Women's Rights,"['Rina Haslita', 'Rumzi Samin', 'Fitri Kurnianingsih', 'Okparizan Okparizan', 'Rudi Subiyakto', 'Riawani Elyta', 'Riang Anggraini', 'Muhazinar Muhazinar', 'Achmad Ardiansya']","['Universitas Maritim Raja Ali Haji', 'Universitas Maritim Raja Ali Haji', 'Universitas Maritim Raja Ali Haji', 'Universitas Maritim Raja Ali Haji', 'Universitas Maritim Raja Ali Haji', 'Universitas Maritim Raja Ali Haji', 'Universitas Maritim Raja Ali Haji', 'Universitas Maritim Raja Ali Haji', 'Universitas Maritim Raja Ali Haji']","[""Gender and Women's Rights""]","['Political science', 'Humanities', 'Art']"
48,https://doi.org/10.25041/lajil.v5i1.2757,The Relevance of Gender Mainstreaming in Indonesia to Women's Rights in Islamic Law,2023,6,en,Lampung Journal of International Law,Gender and Women's Rights,"['Rossa Ilma Silfiah', 'Humiati Humiati']","['Universitas Yudharta Pasuruan', 'Universitas Merdeka Surabaya']","[""Gender and Women's Rights"", 'Legal and Social Justice Studies', 'Indonesian Legal and Regulatory Studies']","['Human rights', 'Law', 'Gender mainstreaming', 'Islam', 'Political science', 'Gender studies', 'Sociology', 'Gender equality', 'History', 'Archaeology']"
49,https://doi.org/10.31258/sorot.16.2.71-84,Evaluasi Pelaksanaan Pengarusutamaan Gender (PUG) kota Pekanbaru,2021,5,id,SOROT,Gender and Women's Rights,"['Siti Soleha', 'Afriyanni Afriyanni']","['', 'Research and Development Agency of Pekanbaru City']","[""Gender and Women's Rights"", 'Local Governance and Development', 'Public Administration in Developing Nations']",['Political science']
50,https://doi.org/10.18860/egalita.v15i1.10179,MEMAKNAI KEMBALI KONSEP NUSYUZ DALAM KOMPILASI HUKUM ISLAM PERSPEKTIF GENDER &amp; MAQASHID SYARIAH JASSER AUDA,2020,12,id,Egalita Jurnal Kesetaraan dan Keadilan Gender,Gender and Women's Rights,"['Muhammad Habib Adi Putra', 'Umi Sumbulah']","['Universitas Islam Negeri Maulana Malik Ibrahim', 'Universitas Islam Negeri Maulana Malik Ibrahim']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Legal Studies and Policies']","['Humanities', 'Philosophy', 'Islam', 'Sociology', 'Theology']"
